text,sentiment
 It`s fun to see that glimpse of your life,positive
"_dam haha, that would be cool. brianna and i should fly over there  haha",positive
 it was AMAZING!!! Had the best time  hope you had a good weekend too.,positive
Happy Mother`s Day to all to all the wonderful moms out there.  -Matalatine,positive
 Glad you like!,positive
_shiny Thanks for the heads-up. You`re an hour ahead of me here.,positive
had a awesome day!,positive
" Sweeny Todd is an awesome movie, the best",positive
" Yay, so the nekkid writing is working then?You keep warm now! Am in awe of the 6k - am always cactus by 5. Good luck",positive
"wow, almost got involved in this big fight at school!  ah, but anyways text me? going to causin`s house, plus game crazy.",positive
 Congrats on your new phone!,positive
 I was thinking that too this morning. Don`t worry it soon passes,positive
" as a nj native, i thank u",positive
"Sweet USB at Charles and Marie site, just bought it  http://tinyurl.com/csdhw9",positive
Spending QT with the hubby,positive
really wanted to go to that gig tonight,positive
Happy Mama`s day to all mothers,positive
..but did i mention spending time with two bffs .. Totally worth it,positive
 very cute and pretty,positive
"Morning twitties! Heading to college, just back from the docs, god I`m hungry  streching my ears again today! 10mm ;) payday I love you!",positive
"houstatlantavegas, sooner than later, nov. 18th, a night off, successful . over and over for the last 2837 hours - heavennn",positive
 i look forward to that. if u ever write 5 Things a Misanthrope Must Do to be at Peace w Humanity i`m up for that as well,positive
 Happy mother`s day to Ms. Pat Carey,positive
Just got home from another wonderful night,positive
ah good idea. library seems to work  thats why i`m not there obviously.,positive
"[Dashboard - Modest Mouse] First Modest Mouse blip! Oyay, not bad.  ? http://blip.fm/~5z309",positive
  I`m only telling the truth..... You know you have skills,positive
" yeah i checked it, pretty nice site",positive
 OMG! It`s the famous Amanda woman person thingy!  HUGS ALL AROUND!,positive
 Shoping till you drop david..haha..enjoy your day,positive
_club wished I could have been there last night. Sounds like it was rocking! Can`t wait to see pix or vids,positive
Off to dinner with  & his fam.,positive
happy mama`s day ladies!  have a good day.,positive
 we were close to trying all of them! SO YUMMY,positive
Just watched The Goode Family premiere online... And I think this may be the last episode I watch. It`s pretty amazingly mediocre  pass.,positive
 I know you would be successful. And you`re just starting. You would do great in the coming years. Good luck to you,positive
 heey  your awsome. god bless.,positive
"Wow! Up, coffee in hand and already outside.  So peaceful on Sunday mornings.",positive
justin timberlake + snl = awesome ... dude should just become a regular,positive
 Any others jobs like this available? Sounds like a great experience. Direct message if you know of any others.,positive
"come on, leave Gretel alone now  I liked her doing the #Logies",positive
"_pickle lol, thank you very much Hope you`re having a great day!",positive
 You seem Cool,positive
A little bit of good news.,positive
 alright cool. See you tomorrow  thank you!,positive
Listening to The Man Who Cant Be Moved <3 I just love the connection with GW  Doing Dutch and might do some art later.,positive
"i love pink, and i don`t care. today i shall not tweet as i have to hardcore work with jamie! have a nice day everyoneeeee  xxxxxxloser",positive
show was amazing. so cold out now  hope I can give victoria my card and get my dvds back ;) ha,positive
what a fantastic saturday,positive
" Will you uh, marry me?  haha just kidding. Kind of. You`re hot though. Just so you know.",positive
"i have twitter, sooo i`m pretty **** cool now",positive
" Yeeeeah...I am so much better off, I think!",positive
has had a nice long nap  http://plurk.com/p/stvqp,positive
Download movie  '81st Annual Academy Awards Pre-Show' http://tinyurl.com/cdue53 cool #movie,positive
 Is it true there won`t be any Fantastic 4 sequels?  I wished they introduced a Franklin Richards character... will they?,positive
 gooooooooood im not a complete nut case then,positive
All new implementation of test discovery for unittest. This time in a loader. Good start I think.   http://twurl.nl/nz8f4y,positive
" Ooh, I love sweet potato fries! We should definitely go.",positive
#Happy Mother`s Day euch allen,positive
They changed the way Golden Gaytimes are made. They used to be awesome.,positive
" thanks, Mandy!  What a good sister you are.  That may be true, but unfortunately my road tires can`t say the same.",positive
 its ok. im juz curious,positive
 Cheers for that! Will have a look at that later and hopefully get sorted!,positive
read twilight and new moon keen to read eclipse and breaking dawn hmm twilight was better then new moon but there still awesome,positive
" thanks for the follow! Isafailure was supposed 2 b a team thing, but my friend hasn`t emailed me or communicated n 4ever",positive
shawty next to me like hella good oowwwww,positive
"Tomorrow is Mother`s Day! What did you get for your moms?! If you don`t have a gift, just tell her that you love her.",positive
"Just got done discing, found two discs in the last two days. Solid.  Wish  would treat my koozie better and not throw it around",positive
yeh. merch shopping to look fab.,positive
 aww preciate the loves hunnie,positive
"Finally back in bed with my puppies after a LONG week in Jamaica. loved it, but lve to be home too!! Night",positive
 I guess that`s true!,positive
 HAPPY MOTHERS DAY MARK,positive
 you`re right about the duckies  thanks for being such a big help with wrapping & writing up!,positive
" no worries, good news are good to spread",positive
_ yeeeee  Haha. The funniest thing is when dudes that cant ball bring their hot gfs along so they can watch them get murked!,positive
 I really wish I could convince Brandon to move somewhere like that. All he wants to do is move to Lexington.,positive
 Aw you are and you`re welcome,positive
It`s going to be a good week,positive
"When you think about it, the way God works in tremendously, amazing -- He made it possible for me to get my card holder that I lost back.",positive
"MIT bookstore has best book selection, but it`s the one bookstore I have no coupons or discounts for",positive
_Laurie your dad is a superman for pulling through! Take it easy,positive
 thats great babe!! congrats!!,positive
 lmfao!!! Yea anyone?? Please?? We`re really pretty!!!,positive
 Thanks PP!,positive
loves the cancuks  <3,positive
 congrats!!!  I highly doubt u`ll have buyer`s remorse...u`ve wanted that car for a while.,positive
 LMAO...but you`ll still have me! I am thoroughly enjoying our conversation,positive
 _yeah thanks for that you pair of gits  (hope it`s mega- like the bus!),positive
 Well I *did* put in a good innings...sweared at the brother in law..was in fine form,positive
 my youtube channel? Demilynnmusic haha cause I love 2 sing & stuff so yea,positive
 I`m ready homie..actually ima be working,positive
- had a great time at the `block party` - so did mackenzie,positive
" hope you have a great weekend,Paris",positive
done with the photo album  as im a good person so i make it quite private for now. pity you ben haha,positive
 aww lovely pic,positive
Got home from audition awhile ago. I think it went pretty well  Now my math homework is calling my name -.-`,positive
: yay! it will be good to have you back,positive
Kakabalik lang from Tarlac. Good aftie.,positive
" Haha, that`s great. Yeah, Zachary Quinto as Spock is really awesome indeed!!!",positive
" Oh LOL! Yes, on Facebook! That`s a nice safe environment. Like a church basement!",positive
" Well, thanks for thinking of me! And if you ever do get the scratch for one, well, I`m right here!",positive
Thank god camera fixed itself. I want a new ipod,positive
 ur welcome  u finished ur speech (typed it and written notes),positive
 You don`t want to leave because secretly you know Australia is twenty times better than America!,positive
 Oh cool! When is Alpha 1.18 coming out? Auto-connect was the feature I wanted to request,positive
"Trying to put down some veggie soup, and watching Bride Wars while my body recovers.  Hope I`ll spring back tomorrow",positive
 Yes! Haha and then when he impaled himself with the crossed keys!  Love Scottish-trying-to-be-Irish Ewan McGregor,positive
Ahh saved from mowing the lawn by the rain  Now I have plenty of time to go kayaking. Blessed are the rain gods!!,positive
